date,state-ids,death,hospitalized,negative,positive
2020-10-02,14,139,862,287765,12694
2020-10-02,15,1372,,688433,87559
2020-10-02,16,472,1873,272753,42561
2020-10-02,17,8992,,5465482,300385
2020-10-02,18,3656,12983,1275882,122640
2020-10-02,19,698,2983,470006,61111
2020-10-02,20,1197,5334,1360873,70727
2020-10-02,21,5545,,2188623,168826
2020-10-02,22,9490,12733,2142598,133631
2020-10-02,23,3950,15574,1513563,126222
2020-10-02,24,142,452,443822,5468
2020-10-02,25,7110,,3583752,139996
2020-10-02,26,2112,7793,1345684,101366
2020-10-02,27,2144,,1196792,129397
2020-10-02,28,2,4,15112,73
2020-10-02,29,2999,5975,638843,99558
2020-10-02,30,186,729,339507,13855
2020-10-02,31,3608,,2885020,214684
2020-10-02,32,191,902,221618,22694
2020-10-02,33,493,2356,418079,46185
2020-10-02,34,442,743,269335,8534
2020-10-02,35,16131,23511,3465498,206629
2020-10-02,36,882,3518,898728,29661
2020-10-02,37,1609,,625453,81182
2020-10-02,38,25497,89995,10514395,461629
2020-10-02,39,4905,15688,3114939,156809
2020-10-02,40,1044,6569,1140601,89559
2020-10-02,41,563,2618,663130,34163
2020-10-02,42,8179,,1904971,161284
2020-10-02,43,673,,305972,49747
2020-10-02,44,1118,2800,320833,25076
2020-10-02,45,3409,9216,1188867,149185
2020-10-02,46,237,1588,172739,23522
2020-10-02,47,2515,8827,2720611,198403
2020-10-02,48,15895,,5612738,756004
2020-10-02,49,474,3916,770426,75157
2020-10-02,50,3250,18642,1952511,149687
2020-10-02,51,20,,19685,1326
2020-10-02,52,58,,163091,1768
2020-10-02,53,2132,7573,1796588,88116
2020-10-02,54,1363,7506,1445571,134948
2020-10-02,55,355,,560192,16307
2020-10-02,56,53,280,97064,6214
2020-10-01,1,57,,453411,8912
2020-10-01,2,2548,17257,1000570,155744
2020-10-01,3,1384,5445,961085,84821
2020-10-01,4,0,,1571,0
2020-10-01,5,5674,22226,1256760,219212
2020-10-01,6,15888,,13958164,813687
2020-10-01,7,1960,7568,845848,70536
2020-10-01,8,4511,11699,1546638,57742
2020-10-01,9,628,,374822,15358
2020-10-01,10,636,,267430,20787
2020-10-01,11,14619,44821,4616691,709144
2020-10-01,12,7063,28668,2635058,319334
2020-10-01,13,49,,47998,2550
2020-10-01,14,136,847,286053,12589
2020-10-01,15,1360,,684309,86634
2020-10-01,16,469,1859,270970,42048
2020-10-01,17,8940,,5394997,297929
2020-10-01,18,3645,12911,1266555,121176
2020-10-01,19,678,2917,461701,59749
2020-10-01,20,1191,5315,1338887,69728
2020-10-01,21,5519,,2166736,168009
2020-10-01,22,9480,12715,2121900,132870
2020-10-01,23,3949,15542,1502690,125510
2020-10-01,24,142,451,436960,5431
2020-10-01,25,7102,,3544569,139012
2020-10-01,26,2102,7758,1329375,100200
2020-10-01,27,2128,,1187506,127912
2020-10-01,28,2,4,15112,70
2020-10-01,29,2979,5975,638843,98886
2020-10-01,30,181,727,335209,13500
2020-10-01,31,3579,,2850752,212909
2020-10-01,32,191,884,220682,22218
2020-10-01,33,478,2349,413978,45564
2020-10-01,34,441,738,267517,8317
2020-10-01,35,16127,23477,3407757,205889
2020-10-01,36,877,3495,891574,29435
2020-10-01,37,1603,,621147,80410
2020-10-01,38,25490,89995,10396500,460031
2020-10-01,39,4817,15606,3084883,155314
2020-10-01,40,1035,6510,1127072,88369
2020-10-01,41,560,2613,658083,33862
2020-10-01,42,8160,,1889639,160123
2020-10-01,43,665,,305972,49067
2020-10-01,44,1117,2793,318585,24914
2020-10-01,45,3400,9160,1168131,148323
2020-10-01,46,236,1578,171867,23136
2020-10-01,47,2501,8782,2705300,197432
2020-10-01,48,15823,,5529828,752501
2020-10-01,49,459,3882,762168,74050
2020-10-01,50,3228,18626,1933246,148721
2020-10-01,51,20,,19448,1323
2020-10-01,52,58,,162089,1755
2020-10-01,53,2126,7533,1780567,87522
2020-10-01,54,1358,7409,1434721,132123
2020-10-01,55,354,,550564,16024
2020-10-01,56,53,274,95212,6083
2020-09-30,1,56,,448427,8780
2020-09-30,2,2540,17257,994475,154701
2020-09-30,3,1369,5354,949107,83697
2020-09-30,4,0,,1571,0
2020-09-30,5,5650,22119,1243641,218507
2020-09-30,6,15792,,13894577,810625
2020-09-30,7,1952,7558,837127,70025
2020-09-30,8,4508,11560,1536443,57550
2020-09-30,9,627,,372534,15326
2020-09-30,10,636,,265949,20613
2020-09-30,11,14488,44608,4594668,706516
2020-09-30,12,7021,28522,2615653,318026
2020-09-30,13,49,,47626,2488
2020-09-30,14,132,832,284211,12469
2020-09-30,15,1344,,679271,85596
2020-09-30,16,464,1847,269007,41434
2020-09-30,17,8916,,5331548,295763
2020-09-30,18,3632,12814,1259831,120019
2020-09-30,19,678,2917,461701,59749
2020-09-30,20,1174,5279,1315769,68840
2020-09-30,21,5511,,2151146,167458
2020-09-30,22,9456,12686,2104449,132116
2020-09-30,23,3949,15530,1493282,124725
2020-09-30,24,141,449,429709,5391
2020-09-30,25,7083,,3509848,138014
2020-09-30,26,2089,7701,1315567,99134
2020-09-30,27,2118,,1178272,126113
2020-09-30,28,2,4,15112,70
2020-09-30,29,2969,5844,638843,98190
2020-09-30,30,180,717,330087,13071
2020-09-30,31,3532,,2824239,210632
2020-09-30,32,191,859,219646,21846
2020-09-30,33,478,2315,410594,45044
2020-09-30,34,439,738,265447,8266
2020-09-30,35,16122,23439,3407757,205275
2020-09-30,36,875,3475,885829,29157
2020-09-30,37,1600,,618116,79980
2020-09-30,38,25479,89995,10288664,458649
2020-09-30,39,4804,15516,3011948,153987
2020-09-30,40,1031,6449,1116829,87199
2020-09-30,41,559,2598,652364,33509
2020-09-30,42,8142,,1879127,158967
2020-09-30,43,661,,305972,48755
2020-09-30,44,1114,2782,315853,24748
2020-09-30,45,3378,9160,1161156,147942
2020-09-30,46,223,1549,168380,22389
2020-09-30,47,2454,8733,2688217,196139
2020-09-30,48,15711,,5488190,748967
2020-09-30,49,459,3847,756928,73042
2020-09-30,50,3208,18541,1909374,148271
2020-09-30,51,20,,19243,1318
2020-09-30,52,58,,160975,1752
2020-09-30,53,2124,7483,1767357,87042
2020-09-30,54,1337,7300,1423247,129123
2020-09-30,55,350,,545720,15848
2020-09-30,56,50,272,95212,5948
2020-09-29,1,56,,442382,8674
2020-09-29,2,2517,17182,983163,153554
2020-09-29,3,1350,5354,927902,82755
2020-09-29,4,0,,1571,0
2020-09-29,5,5632,22047,1239906,218184
2020-09-29,6,15640,,13806120,807425
2020-09-29,7,1945,7530,830384,69490
2020-09-29,8,4505,11560,1524263,57329
2020-09-29,9,626,,371096,15300
2020-09-29,10,635,,264957,20531
2020-09-29,11,14313,44355,4585548,704568
2020-09-29,12,6994,28339,2594527,316306
2020-09-29,13,47,,47284,2443
2020-09-29,14,132,819,284211,12382
2020-09-29,15,1328,,673912,84476
2020-09-29,16,460,1832,267619,40923
2020-09-29,17,8881,,5275275,293490
2020-09-29,18,3612,12758,1252289,119066
2020-09-29,19,637,2852,455280,58629
2020-09-29,20,1170,5250,1303385,67856
2020-09-29,21,5490,,2140909,166848
2020-09-29,22,9423,12667,2090555,131584
2020-09-29,23,3946,15460,1485999,124311
2020-09-29,24,141,447,422717,5337
2020-09-29,25,7072,,3481264,136820
2020-09-29,26,2072,7633,1308131,98447
2020-09-29,27,2086,,1178272,124762
2020-09-29,28,2,4,14776,70
2020-09-29,29,2957,5844,638843,97638
2020-09-29,30,177,709,327202,12724
2020-09-29,31,3494,,2810449,209137
2020-09-29,32,185,848,218447,21401
2020-09-29,33,472,2301,407979,44578
2020-09-29,34,439,738,261971,8233
2020-09-29,35,16113,23379,3362197,204563
2020-09-29,36,873,3463,880520,28985
2020-09-29,37,1593,,616125,79595
2020-09-29,38,25470,89995,10191704,457649
2020-09-29,39,4783,15413,2988470,152907
2020-09-29,40,1018,6366,1106184,86219
2020-09-29,41,555,2558,646092,33291
2020-09-29,42,8123,,1866761,157814
2020-09-29,43,654,,305972,48467
2020-09-29,44,1113,2774,313342,24556
2020-09-29,45,3359,9105,1152780,147634
2020-09-29,46,223,1511,167149,21997
2020-09-29,47,2420,8672,2665870,194611
2020-09-29,48,15604,,5457542,743284
2020-09-29,49,457,3807,749728,72136
2020-09-29,50,3187,18534,1899549,147516
2020-09-29,51,20,,19055,1318
2020-09-29,52,58,,160998,1749
2020-09-29,53,2100,7477,1761825,86638
2020-09-29,54,1310,7209,1413774,126664
2020-09-29,55,345,,542621,15692
2020-09-29,56,50,267,94722,5821
2020-09-28,1,56,,436242,8549
2020-09-28,2,2501,17091,980291,152983
2020-09-28,3,1329,5248,918177,82049
2020-09-28,4,0,,1571,0
2020-09-28,5,5623,22019,1235742,217510
2020-09-28,6,15608,,13679589,805263
2020-09-28,7,1940,7523,824302,69079
2020-09-28,8,4503,11560,1514059,57147
2020-09-28,9,624,,367784,15264
2020-09-28,10,634,,263426,20389
2020-09-28,11,14207,44103,4560370,701302
2020-09-28,12,6961,28197,2583217,315281
2020-09-28,13,46,,46821,2390
2020-09-28,14,132,816,281446,12295
2020-09-28,15,1320,,671314,84002
2020-09-28,16,460,1814,266353,40501
2020-09-28,17,8858,,5231013,292128
2020-09-28,18,3591,12654,1247972,118322
2020-09-28,19,637,2852,455280,58629
2020-09-28,20,1162,5208,1234252,66939
2020-09-28,21,5480,,2123303,166315
2020-09-28,22,9415,12648,2076881,131072
2020-09-28,23,3938,15428,1479219,123880
2020-09-28,24,140,446,418096,5300
2020-09-28,25,7051,,3458288,135702
2020-09-28,26,2067,7546,1300227,97638
2020-09-28,27,2064,,1178272,124686
2020-09-28,28,2,4,14776,70
2020-09-28,29,2921,5844,638843,97049
2020-09-28,30,174,698,324783,12413
2020-09-28,31,3445,,2796285,208248
2020-09-28,32,177,828,217754,20983
2020-09-28,33,470,2280,404298,44063
2020-09-28,34,439,737,261159,8208
2020-09-28,35,16103,23338,3362197,204107
2020-09-28,36,870,3443,876485,28844
2020-09-28,37,1585,,613482,79191
2020-09-28,38,25468,89995,10104662,456460
2020-09-28,39,4746,15307,2954374,151802
2020-09-28,40,1007,6273,1075475,85194
2020-09-28,41,547,2538,642035,32994
2020-09-28,42,8107,,1855491,156826
2020-09-28,43,648,,305972,47422
2020-09-28,44,1110,2725,311260,24424
2020-09-28,45,3337,9065,1127473,146455
2020-09-28,46,218,1488,166606,21738
2020-09-28,47,2389,8619,2653610,193732
2020-09-28,48,15533,,5432012,739743
2020-09-28,49,453,3757,746019,71442
2020-09-28,50,3172,18373,1888024,146593
2020-09-28,51,19,,18843,1317
2020-09-28,52,58,,160180,1745
2020-09-28,53,2100,7455,1750937,86269
2020-09-28,54,1293,7142,1405377,124217
2020-09-28,55,337,,537758,15512
2020-09-28,56,50,264,94362,5754
2020-09-27,1,56,,434554,8431
2020-09-27,2,2501,16852,975685,152321
2020-09-27,3,1308,5235,861892,81242
2020-09-27,4,0,,1571,0
2020-09-27,5,5623,22015,1230608,217237
2020-09-27,6,15587,,13531190,802308
2020-09-27,7,1940,7520,814332,68510
2020-09-27,8,4501,11560,1462564,56587
2020-09-27,9,624,,365909,15250
2020-09-27,10,633,,261764,20260
2020-09-27,11,14202,44030,4552877,700564
2020-09-27,12,6946,28179,2571584,314685
2020-09-27,13,43,,46365,2354
2020-09-27,14,131,802,279639,12197
2020-09-27,15,1314,,670987,83636
2020-09-27,16,460,1811,264485,40296
2020-09-27,17,8845,,5191580,290419
2020-09-27,18,3580,12596,1241410,117450
2020-09-27,19,632,2816,446178,56592
2020-09-27,20,1157,5193,1216560,66491
2020-09-27,21,5465,,2117074,166075
2020-09-27,22,9404,12645,2064199,130642
2020-09-27,23,3935,15398,1470960,123403
2020-09-27,24,140,445,415908,5288
2020-09-27,25,7044,,3408684,134373
2020-09-27,26,2060,7493,1287778,96734
2020-09-27,27,2063,,1174700,123406
2020-09-27,28,2,4,14776,70
2020-09-27,29,2919,5607,634036,96859
2020-09-27,30,173,687,318200,12107
2020-09-27,31,3441,,2771348,207380
2020-09-27,32,156,815,216894,20724
2020-09-27,33,469,2279,401533,43596
2020-09-27,34,439,736,259314,8172
2020-09-27,35,16105,23327,3309718,203548
2020-09-27,36,870,3435,871245,28692
2020-09-27,37,1585,,610228,78728
2020-09-27,38,25456,89995,10052560,455626
2020-09-27,39,4741,15216,2920378,150809
2020-09-27,40,1004,6252,1075475,83510
2020-09-27,41,547,2496,638670,32820
2020-09-27,42,8106,,1845070,156150
2020-09-27,43,644,,305972,46304
2020-09-27,44,1110,2725,310722,24398
2020-09-27,45,3326,9043,1106651,145887
2020-09-27,46,218,1473,165963,21541
2020-09-27,47,2377,8577,2639541,192995
2020-09-27,48,15522,,5281775,735132
2020-09-27,49,453,3729,740634,70615
2020-09-27,50,3159,18311,1864395,146144
2020-09-27,51,19,,18843,1317
2020-09-27,52,58,,159248,1742
2020-09-27,53,2100,7431,1734793,85830
2020-09-27,54,1291,7095,1399218,122478
2020-09-27,55,334,,534375,15348
2020-09-27,56,50,262,92406,5633
2020-09-26,1,52,,434554,8315
2020-09-26,2,2501,16852,970048,151591
2020-09-26,3,1285,5202,855635,80755
2020-09-26,4,0,,1571,0
2020-09-26,5,5622,22005,1221851,216826
2020-09-26,6,15532,,13384493,798237
2020-09-26,7,1940,7479,804806,67926
2020-09-26,8,4501,11560,1462564,56587
2020-09-26,9,624,,362764,15215
2020-09-26,10,633,,260243,20156
2020-09-26,11,14190,43964,4536325,698682
2020-09-26,12,6914,28153,2558482,313873
2020-09-26,13,43,,46365,2354
2020-09-26,14,127,787,278076,12070
2020-09-26,15,1311,,667954,82944
2020-09-26,16,458,1795,262420,39757
2020-09-26,17,8832,,5142362,288815
2020-09-26,18,3577,12521,1233841,116549
2020-09-26,19,632,2816,446178,56592
2020-09-26,20,1154,5193,1216560,66036
2020-09-26,21,5444,,2090913,165152
2020-09-26,22,9391,12637,2046728,130050
2020-09-26,23,3925,15382,1461328,122972
2020-09-26,24,140,443,401159,5260
2020-09-26,25,7044,,3408684,134373
2020-09-26,26,2056,7443,1273023,95659
2020-09-26,27,2063,,1167155,122014
2020-09-26,28,2,4,14776,69
2020-09-26,29,2911,5607,634036,96677
2020-09-26,30,171,684,317378,11907
2020-09-26,31,3440,,2741713,206090
2020-09-26,32,156,809,215849,20380
2020-09-26,33,468,2276,397483,43162
2020-09-26,34,439,734,257257,8121
2020-09-26,35,16099,23324,3309718,202850
2020-09-26,36,865,3420,865002,28487
2020-09-26,37,1582,,607323,78355
2020-09-26,38,25450,89995,9968656,454760
2020-09-26,39,4740,15185,2883978,150009
2020-09-26,40,1004,6252,1075475,83510
2020-09-26,41,546,2496,636090,32581
2020-09-26,42,8103,,1830292,155232
2020-09-26,43,642,,305972,45413
2020-09-26,44,1110,2725,308864,24284
2020-09-26,45,3323,9028,1097524,145273
2020-09-26,46,218,1434,165001,21133
2020-09-26,47,2374,8528,2598988,190891
2020-09-26,48,15485,,5261375,733438
2020-09-26,49,448,3702,735532,69547
2020-09-26,50,3144,18179,1855171,145408
2020-09-26,51,19,,18676,1296
2020-09-26,52,58,,158537,1739
2020-09-26,53,2100,7412,1715795,85226
2020-09-26,54,1291,7041,1393412,120231
2020-09-26,55,332,,527133,15158
2020-09-26,56,50,258,92406,5465
2020-09-25,1,51,,433130,8202
2020-09-25,2,2491,16852,963364,150658
2020-09-25,3,1266,5202,848822,79946
2020-09-25,4,0,,1571,0
2020-09-25,5,5587,21972,1211657,216367
2020-09-25,6,15398,,13258207,794040
2020-09-25,7,1935,7454,795588,67217
2020-09-25,8,4501,11560,1462564,56587
2020-09-25,9,623,,358423,15163
2020-09-25,10,631,,259289,20085
2020-09-25,11,14083,43793,4510107,695887
2020-09-25,12,6874,28035,2534980,312514
2020-09-25,13,41,,45970,2286
2020-09-25,14,124,779,275096,11938
2020-09-25,15,1307,,662936,82045
2020-09-25,16,457,1766,260648,39234
2020-09-25,17,8807,,5079586,286374
2020-09-25,18,3566,12463,1226055,115407
2020-09-25,19,632,2816,446178,56592
2020-09-25,20,1149,5147,1187262,65066
2020-09-25,21,5444,,2090913,165152
2020-09-25,22,9373,12619,2032933,129481
2020-09-25,23,3917,15328,1450125,122359
2020-09-25,24,140,442,401159,5235
2020-09-25,25,7027,,3368935,133377
2020-09-25,26,2046,7391,1256967,94189
2020-09-25,27,1994,,1152867,120298
2020-09-25,28,2,4,14776,69
2020-09-25,29,2894,5607,630354,96032
2020-09-25,30,170,675,314552,11564
2020-09-25,31,3409,,2703286,204331
2020-09-25,32,156,789,214749,19885
2020-09-25,33,462,2259,394573,42731
2020-09-25,34,438,732,239107,8044
2020-09-25,35,16093,23285,3276611,202100
2020-09-25,36,859,3402,857149,28224
2020-09-25,37,1573,,603583,77753
2020-09-25,38,25446,89995,9869708,453755
2020-09-25,39,4734,15127,2846699,148894
2020-09-25,40,993,6192,1058144,82520
2020-09-25,41,542,2496,630592,32314
2020-09-25,42,8081,,1816397,154203
2020-09-25,43,635,,305972,44905
2020-09-25,44,1107,2725,305853,24181
2020-09-25,45,3297,8994,1082565,143902
2020-09-25,46,216,1400,163393,20554
2020-09-25,47,2352,8477,2573391,189454
2020-09-25,48,15364,,5184897,728552
2020-09-25,49,448,3668,726687,68530
2020-09-25,50,3136,18150,1836216,144433
2020-09-25,51,19,,18676,1296
2020-09-25,52,58,,157548,1731
2020-09-25,53,2080,7357,1699041,84238
2020-09-25,54,1284,6962,1383645,117329
2020-09-25,55,330,,520441,14953
2020-09-25,56,50,256,92406,5420
2020-09-24,1,45,,425257,7941
2020-09-24,2,2506,16778,944747,148206
2020-09-24,3,1246,5160,840737,79049
2020-09-24,4,0,,1571,0
2020-09-24,5,5559,21942,1204565,215852
2020-09-24,6,15314,,13162217,790640
2020-09-24,7,1926,7444,786923,66669
2020-09-24,8,4499,11560,1449001,56472
2020-09-24,9,621,,352761,15106
2020-09-24,10,630,,257969,19947
2020-09-24,11,13961,43621,4486459,693040
2020-09-24,12,6822,27903,2513770,311046
2020-09-24,13,38,,45424,2263
2020-09-24,14,122,763,275096,11848
2020-09-24,15,1302,,657509,81071
2020-09-24,16,454,1754,258700,38743
2020-09-24,17,8774,,5012307,283569
2020-09-24,18,3548,12388,1217372,114236
2020-09-24,19,621,2766,437055,55226
2020-09-24,20,1137,5119,1169777,64158
2020-09-24,21,5423,,2073088,164446
2020-09-24,22,9362,12606,2017533,128993
2020-09-24,23,3909,15299,1439779,121800
2020-09-24,24,140,442,394751,5215
2020-09-24,25,7019,,3330487,132337
2020-09-24,26,2040,7335,1243839,93012
2020-09-24,27,1952,,1141220,118311
2020-09-24,28,2,4,14776,69
2020-09-24,29,2874,5607,626449,95310
2020-09-24,30,165,650,310276,11242
2020-09-24,31,3356,,2672002,198189
2020-09-24,32,156,777,213662,19451
2020-09-24,33,462,2247,392091,42278
2020-09-24,34,438,732,239107,8044
2020-09-24,35,16087,23252,3250252,201552
2020-09-24,36,857,3388,850419,27987
2020-09-24,37,1564,,598291,77197
2020-09-24,38,25439,89995,9775798,452847
2020-09-24,39,4715,15051,2807971,147744
2020-09-24,40,981,6130,1045682,81244
2020-09-24,41,539,2468,618633,31865
2020-09-24,42,8079,,1803470,153397
2020-09-24,43,627,,305972,43842
2020-09-24,44,1106,2725,303272,24311
2020-09-24,45,3279,8945,1064399,142707
2020-09-24,46,210,1375,161564,20097
2020-09-24,47,2310,8413,2541844,187544
2020-09-24,48,15267,,5136914,723919
2020-09-24,49,444,3619,717856,67119
2020-09-24,50,3113,18081,1816517,143492
2020-09-24,51,19,,18534,1290
2020-09-24,52,58,,156465,1724
2020-09-24,53,2081,7349,1659594,83702
2020-09-24,54,1275,6897,1371070,114700
2020-09-24,55,325,,514319,14706
2020-09-24,56,50,255,91335,5305
2020-09-23,1,45,,425257,7941
2020-09-23,2,2488,16698,938451,147153
2020-09-23,3,1229,5098,831301,77963
2020-09-23,4,0,,1571,0
2020-09-23,5,5525,21925,1194582,215284
2020-09-23,6,15204,,13091953,787470
2020-09-23,7,1926,7416,779058,66053
2020-09-23,8,4497,11447,1433583,56315
2020-09-23,9,621,,348398,15050
2020-09-23,10,629,,256214,19830
2020-09-23,11,13782,43433,4465481,690499
2020-09-23,12,6773,27749,2493537,309678
2020-09-23,13,37,,45016,2235
2020-09-23,14,120,749,272547,11681
2020-09-23,15,1294,,651930,79923
2020-09-23,16,451,1740,257054,38347
2020-09-23,17,8744,,4952493,281312
2020-09-23,18,3530,12312,1209482,113337
2020-09-23,19,621,2766,437055,55226
2020-09-23,20,1124,5095,1160625,63517
2020-09-23,21,5407,,2056140,163869
2020-09-23,22,9347,12592,1999432,128512
2020-09-23,23,3902,15268,1430808,121297
2020-09-23,24,140,441,380864,5171
2020-09-23,25,7013,,3293848,131259
2020-09-23,26,2037,7303,1231851,92100
2020-09-23,27,1947,,1127617,116946
2020-09-23,28,2,4,14776,69
2020-09-23,29,2870,5607,622138,94573
2020-09-23,30,165,601,306248,10912
2020-09-23,31,3316,,2645926,196501
2020-09-23,32,156,763,212871,18981
2020-09-23,33,461,2214,389317,41785
2020-09-23,34,438,728,236482,8007
2020-09-23,35,16078,23215,3221759,200988
2020-09-23,36,854,3371,844541,27790
2020-09-23,37,1556,,595117,76807
2020-09-23,38,25437,89995,9683800,451892
2020-09-23,39,4687,14977,2784446,146753
2020-09-23,40,970,6057,1034165,80161
2020-09-23,41,538,2438,614622,31503
2020-09-23,42,8062,,1790412,152544
2020-09-23,43,617,,305972,42660
2020-09-23,44,1102,2713,300943,24177
2020-09-23,45,3262,8906,1048898,141686
2020-09-23,46,202,1367,160498,19634
2020-09-23,47,2275,8338,2526634,186709
2020-09-23,48,15129,,5021075,719599
2020-09-23,49,444,3584,709937,65921
2020-09-23,50,3089,17954,1786980,142590
2020-09-23,51,19,,18340,1278
